,name,priceOld,priceNew,warranty,card,cpu,ram_size,ram_type,hard_driver,touch_screen,panel,screen_size,resolution,os,size,weight
58,Laptop Dell Vostro 3400 70234073 - Cũ Trầy Xước,19.490.000đ,7.690.000đ,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel Iris Xe Graphics,Core i5 1135G7 2.4 Ghz up to 4.2Ghz-8Mb,8GB,"DDR4 3200MHz, 2 khe cắm tối đa 16GB",256GB SSD PCIe NVMe,Không,Tấm nền VA,14 inches,1920 x 1080 pixels (FullHD),Windows 10 Home SL,328.70 mm x 239.50 mm x 18.10 mm - 19.90 mm,1.64 kg
59,Laptop ASUS VivoBook Pro M3401QA-KM025W - Cũ Đẹp,18.600.000đ,11.090.000đ,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",AMD Radeon Graphics,AMD Ryzen 7 5800H,8GB,DDR4tốc độ bus 3200MHz,512GB M.2 NVMe™ PCIe® 3.0 SSD,Không,Tấm nền OLED/AMOLED,14 inches,2880 x 1800 pixels,Windows 11 Home SL,31.74 x 22.85 x 1.92 ~ 1.93 (cm),1.45kg
60,Laptop Dell Inspiron 15 3525 NH20W - Cũ Đẹp,17.990.000đ,11.390.000đ,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",AMD Radeon Graphics,AMD Ryzen 7 5700U (8 lõi / 16 luồng),16GB,DDR4 3200 MHz,1 TB M.2 PCIe NVMe SSD,Không,Tấm nền WVA,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11 Home,358.50 x 235.60 x 16.96 - 21.07 mm (W x D x H),1.68 kg
61,Laptop Dell Insprion 14 5430 P171G001 - Cũ Đẹp,,14.090.000đ,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel Iris Xe Graphics,"Intel® Core™ i5-1335U (10 Lõi, 12 Luồng)",8GB,Onboard LPDDR5 4800MHz ( 1 Khe cắm / Hỗ trợ tối đa 16GB ),512GB SSD,Không,Tấm nền WVA,14 inches,1920 x 1200 pixels (WUXGA),Windows 11 Home SL + Office Home & Student 2021,(16.49 -15.74); (18.52- 17.67) x 314.00 x 226.60 mm,1.8 kg
62,Laptop Lenovo IdeaPad 3 14ITL6 82H701QYVN - Cũ Đẹp,15.490.000đ,9.690.000đ,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel Iris Xe Graphics,"Intel Core i5-1155G7 (4 lõi / 8 luồng, 2.5 / 4.5GHz, 8MB)",16GB,DDR4-3200,512GB SSD M.2 2242 PCIe 4.0x4 NVMe,Không,Tấm nền IPS,14 inches,1920 x 1080 pixels (FullHD),Windows 11 Home Single Language,324.2 x 215.7 x 19.9 mm (W x D x H),1.41 kg
63,Laptop Dell Inspiron 15 3530 I3U085W11BLU - Đã Kích Hoạt,,10.390.000đ,"Bảo hành 12 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất. (xem chi tiết)",VGA onboard - Intel UHD Graphics,Core i3-1305U 3.3GHz,8GB,DDR4 2666,512GB M.2 NVMe PCIe SSD,Không,,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11 Home + Office Student,358 x 235 x 16.69 mm,"1,66 Kg"
64,Surface Laptop 4 13.5 inch - Cũ Đẹp,,15.290.000đ,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel Iris Xe Graphics,Intel Core i5 1135G7,8GB,8GB LPDDR4,512GB SSD,,,13.5 inches,2256 x 1504 pixels (Full HD+),Windows 10 Home,308 x 223 x 14.5 mm,1.27 kg
65,Laptop HP Spectre x360 14-EF0030TU 6K773PA - Cũ Đẹp,,29.590.000đ,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel Iris Xe Graphics,Intel Core i7 1255U,16GB,PDDR4 4266 MHz2,1TB PCIe® NVMe™ TLC M.2 SSD,Có,Tấm nền Oled,13.5 inches,3000 x 2000 pixels,Windows 11 Home Single Language,"298 x 220,4 x 16,9 cm",1.136 kg
66,Laptop Lenovo LOQ 15APH8 82XT00BTVN - Đã Kích Hoạt,26.990.000đ,19.090.000đ,"Bảo hành 12 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất. (xem chi tiết)","NVIDIA GeForce RTX 4050 6GB GDDR6, Boost Clock 2370MHz, TGP 95W","AMD Ryzen 5 7640HS (6 lõi / 12 luồng, 4.3 / 5.0GHz, 6MB L2 / 16MB L3)",16GB,DDR5-5600,512GB SSD M.2 2242 PCIe 4.0x4 NVMe (1 khe SSD M.2 trống nâng cấp tối đa đến 1TB),Không,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11 Home SL,359.6 x 264.8 x 22.1 - 25.2 mm (W x D x H),2.4 kg
67,Laptop HP 15-DY2024NR 4X6F6UA - Cũ Đẹp,14.100.000đ,9.090.000đ,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel® Iris® Xe Graphics,Intel® Core™ i5-1135G7,8GB,DDR4-2666,256 GB PCIe® NVMe™ M.2 SSD,Không,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11 Home,35.85 x 24.2 x 1.79 cm,1.69 kg
68,Laptop Acer Gaming Aspire 7 A715-76-57CY NH.QGESV.004 - Cũ Đẹp,16.990.000đ,9.490.000đ,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel UHD,"Intel Core i5 - 12450H (3.30 GHz - 4.40 GHz, 8 lõi / 12 luồng, 12 MB)",8GB,DDR4 3200 MHz,512 GB SSD M.2 NVMe,Không,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11 Home Single Language,362.3 x 237.4 x 19.9 mm,2.1 kg
69,Laptop Dell Vostro 3405 V4R53500U003W - Cũ Trầy Xước,18.000.000đ,7.690.000đ,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",AMD Radeon™ Graphics,"AMD Ryzen™ 5-3500U, 2.10GHz upto 3.70GHz, 4 MB cache, 4 cores 8 threads",8GB,,512SSD M2 PCIe NVMe,Không,,14 inches,1920 x 1080 pixels (FullHD),Windows 10 Home SL,32.8 x 23.9 x 1.99 cm,1.6 Kg
70,Laptop LG Gram 2022 17Z90Q-G.AH78A5 - Cũ Đẹp,49.200.000đ,22.690.000đ,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel Iris Xe Graphics,Intel Core I7-1260P,16GB,LPDDR5 5200MHz,2TB SSD NVMe PCIE (Hỗ trợ M.2 (2280) hai khe cắm SSD),Không,Tấm nền IPS,17 inches,2560 x 1600 (WQXGA),Windows 11,"378,8 x 258,8 x 17,7mm","1,350kg"
71,Laptop MSI Modern 15 B12MO-628VN - Đã Kích Hoạt,14.490.000đ,10.590.000đ,"Bảo hành 12 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất. (xem chi tiết)",Intel Iris Xe graphics,Intel Core i5-1235U,16GB,DDR4-3200 Onboard,512GB PICE M.2 SSD (NVMe PCIe Gen3),Không,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11 Home,359 x 241 x 19.9 mm (W x D x H),1.7 kg
72,Laptop Dell XPS 13 9300 - Cũ Trầy Xước,,13.090.000đ,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel UHD G1,"Intel Core i5 1035G1, 4 nhân, 8 luồng",8GB,8GB LPDDR4X bus 3733MHz (Nâng cấp tối đa 8GB),SSD 256GB M.2 1,,Tấm nền IPS,13.4 inches,1920 x 1200 pixels (FullHD+),Windows 10,30 x 20 x 1.2 mm (Dài x Rộng x Dày),1.3 kg
73,Laptop Gaming Acer Nitro 5 Tiger AN515-58-769J NH.QFHSV.003 - Cũ Xước Cấn,29.990.000đ,16.690.000đ,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",NVIDIA® GeForce RTX™ 3050 4GB GDDR6,"Intel Core i7-12700H up to 4.7GHz, 24MB Cache",16GB,DDR4,512GB PCIE,Không,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11 Home,360.4 x 271.09 x 25.9 mm,2.5 kg
74,Surface Pro 7 Core i3 / 4GB / 128GB Chính Hãng - Cũ Trầy Xước,18.990.000đ,7.790.000đ,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)","Intel® UHD Graphics, 300 MHz to 900 MHz, 32 Execution Units",10th Gen Intel® Core™ i3-1005G1,,,128GB BGA PCIe SSD,,,12.3 inches,2736 x 1824 pixels,"PixelSense™ Display , Aspect ratio: 3:2",292 mm x 201 mm x 8.5 mm,775 g
75,Laptop Asus VivoBook S 14 Flip TN3402YA-LZ192W - Đã Kích Hoạt,18.990.000đ,12.690.000đ,"Bảo hành 12 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất. (xem chi tiết)",AMD Radeon Graphics,"AMD Ryzen 5 7530U (6 lõi / 12 luồng, 16MB cache, up to 4.3 GHz max boost)",16GB,DDR4 16GB,512GB M.2 NVMe PCIe 3.0 SSD,Không,Tấm nền IPS,14 inches,1920 x 1200 pixels (WUXGA),Windows 11 Home,31.32 x 22.76 x 1.89 ~ 1.89 cm (W x H x D),1.50 kg
76,Surface Pro 7 Core i7/16GB/256GB - Cũ trầy xước,45.990.000đ,14.590.000đ,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel® Iris® Plus Graphics,10th Gen Intel® Core™ i7-1065G7,,,256GB BGA PCIe SSD,,,12.3 inches,2736 x 1824 pixels,Windows 10 Home,292 mm x 201 mm x 8.5 mm,776 g
77,Laptop MSI Modern 14 B5M 064VN - Cũ Trầy Xước,17.990.000đ,7.190.000đ,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",AMD Radeon™ Graphics,"AMD Ryzen™ 5-5500U, 2.1GHz upto 4.0GHz, 6 cores 12 threads",8GB,"8GB DDR4-3200Mhz 2 khe, tối đa 64GB",512GB NVMe PCIe Gen3x4 SSD,Không,Tấm nền IPS,14 inches,1080 x 1920 pixels (FullHD),Windows 10 Home,319 x 220.2 x 16.9-18.1 mm,1.3kg
78,Laptop ASUS Zenbook UX425EA-KI429T - Cũ trầy xước,,10.190.000đ,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel Iris Xe Graphics,Intel Core i5-1135G7 2.4GHz up to 4.2GHz 8MB,8GB,"LPDDR4X 4266MHz,  không hỗ trợ nâng cấp",512GB SSD M.2 PCIE G3X2,Không,Tấm nền IPS,14 inches,1920 x 1080 pixels (FullHD),Windows 10 Home SL,31.9 x 20.8 x 1.39 (cm),1.17kg
79,Laptop ASUS Vivobook 15 X515EP-EJ006T - Cũ Xước Cấn,18.690.000đ,8.290.000đ,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",NVIDIA® GeForce® MX330 2GB GDDR5,"Intel Core i5-1135G7, tối đa đến 4.20GHz, 8 MB bộ nhớ đệm",8GB,4GB DDR3 on board + 4GB DDR4 SO-DIMM,512GB SSD,Không,,15.6 inches,1920 x 1080 pixels (FullHD),Windows 10 Home,36.00 x 23.50 x 1.99 cm,1.80 kg
80,Laptop Lenovo IdeaPad Flex 5 14IAU7 82R7003WUS - Cũ Đẹp,,8.690.000đ,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel UHD Graphics,Intel Core i3-1215U,8GB,LPDDR4X 4266 MHz,256 GB SSD NVMe M.2 PCI Express,Không,Tấm nền IPS,14 inches,1920 x 1200 pixels (FullHD+),Windows 11 Home,,1.55 kg
81,Laptop Lenovo Thinkpad E14 Gen 3 20Y700BHVN - Cũ Trầy Xước,,10.390.000đ,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",VGA AMD - AMD Radeon Graphics,Ryzen 5 5500U 2.1Ghz,8GB,DDR4 3200MHz,512GB SSD M.2 NVMe PCIeTrống 1 khe SSD,Không,Tấm nền IPS,14 inches,1920 x 1080 pixels (FullHD),Windows 11 Home,325.4 x 216 x 19.9-19.9 mm,1.64 kg
82,Laptop LG Gram 2021 14Z90P-G.AH75A5 14 inch - Cũ Trầy Xước,41.300.000đ,16.090.000đ,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel Iris Xe Graphics,"Intel Core i7-1165G7, tốc độ 2.80GHz tối đa 4.7GHz, 12MB bộ nhớ đệm",16GB,"LPDDR4x 4266MHz, không hỗ trợ nâng cấp",512GB SSD PCIe NVMe M.2,Không,Tấm nền IPS,14 inches,1920 x 1200 pixels (FullHD+),Windows 10 Home SL,313.4 x 215.2 x 16.8  mm,999g
83,Laptop Gaming MSI Stealth 15M A11UEK 232VN - Cũ Trầy Xước,,19.190.000đ,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",NVIDIA GeForce RTX 3060 Max-Q,"Intel Core i7, 11370H",16GB,"3200 MHz , 2 khe cắm hỗ trợ tối đa 64GB",512GB M.2 PCIe SSD,Không,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 10,16.1 x 358 x 248 mm,1.7 kg
84,Laptop Dell Inspiron 3511 5829BLK - Cũ Trầy Xước,14.700.000đ,8.790.000đ,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel Iris Xe graphics,Intel Core i5-1135G7,8GB,,256GB SSD,Có,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11 Home in S mode,17.78 x 358.14 x 236.22 mm (Cao x Rộng x Sâu),1.72 kg
