,name,priceOld,priceNew,warranty,card,cpu,ram_size,ram_type,hard_driver,touch_screen,panel,screen_size,resolution,os,size,weight
548,Laptop Dell Vostro 5502 70231340 - Cũ Đẹp,,,"Bảo hành 6 tháng tại CellphoneS, 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel Iris Xe Graphics,Intel Core i5-1135G7 2.4GHz up to 4.2GHz 8MB,8GB,,256GB SSD M.2 PCIE,Không,,15.6 inches,1920 x 1080 pixels (FullHD),Windows 10 Home SL,356.1x 234.5 x 17.9 (mm),1.7 Kg
549,Laptop HP Gaming Victus 16-E0177AX 4R0U9PA - Đã Kích Hoạt,,,"Bảo hành 12 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất. (xem chi tiết)",NVIDIA GeForce GTX 1650 4GB GDDR6,AMD Ryzen 5 5600H 3.3GHz up to 4.2GHz 16MB,8GB,"8GB (4GBx2) DDR4 3200MHz, 2 khe cắm tối đa 32GB",512GB SSD M.2 PCIE,Không,Tấm nền IPS,16.1 inches,1920 x 1080 pixels (FullHD),Windows 10 Home SL,"37 x 26 x 2,35 cm",2.46 kg
550,Laptop Lenovo Ideapad 5 Pro 16ARH7 82SN003KVN - Đã Kích Hoạt,,,"Bảo hành 12 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất. (xem chi tiết)",NVIDIA GeForce RTX 3050 4GB GDDR6,AMD Ryzen 7 6800HS Creator Edition,16GB,LPDDR5-6400,512GB SSD,Không,Tấm nền IPS,16 inches,2560 x 1600 (WQXGA),Windows 11,356 x 251 x 16.9 mm,1.95 kg
551,Laptop Asus Vivobook M7400QC KM013W - Cũ đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",NVIDIA® GeForce RTX™ 3050 4GB GDDR6,AMD Ryzen 5-5600H,16GB,DDR4,512GB M.2 NVMe PCIe 3.0 SSD,Không,Tấm nền OLED/AMOLED,14 inches,2880 x 1800 pixels,Windows 11 Home SL,31.74 x 22.85 x 1.79 ~ 1.79 cm,1.45 kg
552,Laptop Acer Aspire  A315 54 34U1 - Cũ xước cấn,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel UHD Graphics,Intel Core i3 Comet Lake - 10110U,4GB,DDR4 2400 MHz,256 GB SSD NVMe PCIeHỗ trợ khe cắm HDD SATA,Không,,15.6 inches,1920 x 1080 pixels (FullHD),Windows 10 Home SL,Dài Dài 363.4 mm - Rộng Rộng 247.5 mm - Dày Dày 19.9 mm,1.7 kg
553,Laptop Lenovo Gaming Legion 5 15IAH7H 82RB0048VN - Cũ Đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",NVIDIA GeForce RTX 3060 6GB GDDR6,Intel Core i5-12500H,16GB,DDR5-4800,512GB SSD,Không,Tấm nền IPS,15.6 inches,2560x1440 (Quad HD),Windows 11,358.8 x 262.35 x 19.99 mm,2.4 kg
554,Laptop Asus Vivobook D515UA-EJ043T - Cũ Đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",AMD Radeon™ Graphics,AMD Ryzen 5 5500U,8GB,DDR4 3200 MHz,512 GB M2. PCIe,Không,,15.6 inches,1920 x 1080 pixels (FullHD),Windows 10 Home,325 x 216 x 19.9 mm,1.55 kg
555,Laptop MSI Modern 14 B11MOU 1030VN - Cũ Xước Cấn,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel UHD Graphics,Intel Core i3-1115G4,8GB,"DDR4 3200MHz, 2 khe tối đa 64GB",256GB NVMe PCIe SSD,Không,Tấm nền IPS,14 inches,1920 x 1080 pixels (FullHD),Windows 11 Home SL,319 x 219 x 16.9 mm,1.3 kg
556,Laptop MSI Gaming GF63 Thin 11UC-442VN - Cũ Trầy Xước,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel UHD (Onboard)  NVIDIA GeForce RTX 3050 4 GB GDDR6 (Card rời),"Intel Core i7 11800H 2.30 GHz, tối đa 4.60 GHz (8 nhân, 16 luồng), 24 MB, 8 GT/s",8GB,"8 GB DDR4 3200 MHz, hỗ trợ tối đa 64 GB",512 GB SSD chuẩn M2 2280Còn trống 1 khe HDD,Không,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 10 Home Single Language 64 bit,359 x 254 x 21.7 mm,1.86 kg
557,Laptop Asus Vivobook M7400QC KM013W - Cũ Trầy Xước,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",NVIDIA® GeForce RTX™ 3050 4GB GDDR6,AMD Ryzen 5-5600H,16GB,DDR4,512GB M.2 NVMe PCIe 3.0 SSD,Không,Tấm nền OLED/AMOLED,14 inches,2880 x 1800 pixels,Windows 11 Home SL,31.74 x 22.85 x 1.79 ~ 1.79 cm,1.45 kg
558,Laptop Huawei Matebook 14 - Cũ Xước Cấn,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",AMD Radeon Graphics,AMD Ryzen 5 5500U,16GB,,512 GB NVMe PCIe SSD,Không,Tấm nền IPS,14 inches,2160 x 1440 pixels,Windows 11,307.5 x 223.8 x 15.9 mm,1.49 kg
559,Laptop ASUS VivoBook Pro M3401QA-KM025W - Cũ Xước Cấn,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",AMD Radeon Graphics,AMD Ryzen 7 5800H,8GB,DDR4tốc độ bus 3200MHz,512GB M.2 NVMe™ PCIe® 3.0 SSD,Không,Tấm nền OLED/AMOLED,14 inches,2880 x 1800 pixels,Windows 11 Home SL,31.74 x 22.85 x 1.92 ~ 1.93 (cm),1.45kg
560,Laptop ASUS Gaming ROG Zephyrus GA502IV-AZ033T - Cũ Đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",NVIDIA GeForce RTX 2060 6GB GDDR6 with Max-Q Design (ROG Boost),AMD Ryzen 7 4800HS 2.9GHz up to 4.2GHz 8MB,16GB,,512GB SSD PCIE G3X4,Không,,15.6 inches,1920 x 1080 pixels (FullHD),Windows 10 Home SL,36 x 25.2 x 1.99 ~ 1.99 cm,2.1 kg
561,Laptop ASUS VivoBook S433EA AM440T - Cũ Trầy Xước,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel Iris Xe Graphics,Intel Core i5-1135G7 2.4GHz up to 4.2GHz 8MB,8GB,"DDR4 3200Mhz, không hỗ trợ nâng cấp",512GB SSD M.2 PCIE G3X2 (Còn trống 1 khe SSD M.2 PCIE),Không,Tấm nền IPS,14 inches,1920 x 1080 pixels (FullHD),Windows 10 Home SL,32.4 x 21.3 x 1.59 (cm),1.4 kg
562,Laptop Xiaomi RedmiBook 15 JYU4505AP - Cũ Đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel Iris UHD,Intel Core i3-1115G4,8GB,DDR4 Tốc độ bus 3200MHz,SSD 256 GB,Không,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11 Home SL,"363,8 x 243,5 x 19,9mm",1.8 kg
563,Laptop Huawei Matebook D14 - Cũ Đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Đồ họa Intel Iris Xe,Intel Core i5-1135G7 thế hệ thứ 11,8GB,8 GB LPDDR4X,SSD NVMe PCIe 512 GB,Không,Tấm nền IPS,14 inches,1920 x 1080 pixels (FullHD),Windows 11,322.5mm x 214.8mm x 15.9mm,1.38 kg
564,Laptop Lenovo Idepad 5 Pro 16ACH6 82L50095VN - Cũ Đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",NVIDIA® GeForce® GTX 1650 4GB GDDR6,"AMD Ryzen™ 5-5600H (3.3GHz upto 4.2GHz, 16MB)",8GB,8GB DDR4-3200Mhz onboard,512GB SSD M.2 2280 PCIe 3.0x4 NVMe,,Tấm nền IPS,16 inches,2560 x 1600 pixel (2K),Windows 10 Home 64,356 x 251 x 16.9-18.4 mm (Dài x Rộng x Cao),1.9 kg
565,Laptop Dell Inspiron 7306 N3I5202W - Cũ Trầy Xước,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel Iris® Xe Graphics,"Intel Core i5-1135G7, 2.40GHz upto 4.20 GHz, 4 cores 8 threads, 8MB Cache",8GB,"LPDDR4x 4267MHz, không hỗ trợ nâng cấp",512GB M.2 PCIe NVMe SSD,Có,,13.3 inches,1920 x 1080 pixels (FullHD),Windows 10 Home SL,305.20 mm x 206.40mm x  15.94 mm - 16.74 mm,1.37 kg
566,Laptop Asus Gaming TUF FX506LH HN188W - Cũ Xước Cấn,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",NVIDIA® GeForce® GTX 1650 4GB GDDR6,"Intel® Core™ i5-10300H (2.50GHz upto 4.50GHz, 8MB)",8GB,"8GB DDR4 2933MHz (2 khe, tối đa 32GB)",512GB M.2 NVMe™ PCIe® 3.0 SSD,,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11 Home,35.9 x 25.6 x 2.47 ~ 2.49 cm (Dài x Rộng x Cao),2.30 kg
567,Laptop MSI Modern 15 A11M-1024VN - Cũ Đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel Iris Xe Graphics,Intel Core i5-1155G7,8GB,DDR4 3200MHz,512GB PCIe NVMe™ M.2 SSD (2 slots),Không,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11 Home SL,356.8 x 233.75 x 16.9 (mm),1.6 kg
568,Laptop ASUS Gaming ROG Strix G512-IAL001T - Cũ Đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",nVidia Geforce GTX 1650Ti 4GB DDR5,"Intel® Core™ i7-10750H, 2.60GHz upto 5.00GHz, 12MB cache, 6 cores 12 threads, 12MB Cache",32GB,,"512GB SSD NVMe M.2 PCIe Gen 3 x 2, 1 slot SSD NVMe M.2 PCIe Gen3 X4 hoặc M.2 SATA III",Không,,15.6 inches,1920 x 1080 pixels (FullHD),Windows 10 Home SL,32.4 x 22.59 x 1.99 cm,2.39 Kg
569,Laptop HP 15S FQ2559TU 46M27PA - Cũ Xước Cấn,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel Iris Xe Graphics,Intel Core i5 Tiger Lake - 1135G7,8GB,"DDR4 3200 MHz, 2 khe hỗ trợ tối đa 32GB",512 GB SSD NVMe PCIe,Không,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11 Home SL,Dài 358.5 mm - Rộng 242 mm - Dày 18 mm,1.592 kg
570,Laptop Asus VivoBook 14 OLED A1405VA-KM095W - Đã Kích Hoạt,,,"Bảo hành 12 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất. (xem chi tiết)",Intel Iris Xe Graphics,"Intel Core i5-13500H (18MB Cache, upto 4.7GHz, 12 lõi / 16 luồng)",16GB,8GB DDR4 on board + 8GB DDR4 SO-DIMM,512GB M.2 NVM PCIe 3.0 SSD,Không,Tấm nền OLED/AMOLED,14 inches,2880 x 1800 pixels,Windows 11 Home,31.71 x 22.20 x 1.99 ~ 1.99 cm (W x H x D),1.6 kg
571,Laptop gaming MSI GF63 Thin 11SC 664VN - Cũ Đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",NVIDIA GeForce GTX1650 4GB GDDR6,Intel Core i5-11400H 2.2GHz up to 4.5GHz 12MB,16GB,DDR4 3200MHz,512 GB SSD NVMe PCIe1 khe HDD 2.5 inch,,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11 Home,359 x 254 x 21.7 mm,1.86 kg
572,Laptop HP Pavilion 15-EG0007TU 2D9K4PA  - Cũ Xước Cấn,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel UHD Graphics,Intel Core i3 -  1115G4 Tiger Lake,8GB,DDR4 bus 3200MHz,256 GB SSD NVMe PCIe,Không,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 10 Home SL + Office Home & Student 2019 vĩnh viễn,360.2 x 234 x 17.9 mm,1.685 kg
573,Laptop MSI Modern 14 B11MOU-1033VN - Cũ Đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel® Iris® Xe Graphics,"Intel® Core™ i7-1195G7 (2.90GHz up to 5.00GHz, 4 nhân 8 luồng, 12 MB Cache)",8GB,8 GB DDR4 3200MHz So-dimm (1x8GB),512 GB SSD NVMe PCIe Gen3x4,Không,Tấm nền IPS,14 inches,1920 x 1080 pixels (FullHD),WIN11,319 x 219 x 16.9 mm,1.30 kg
574,Laptop Xiaomi RedmiBook 15 JYU4505AP - Đã Kích Hoạt,,,"Bảo hành 12 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất. (xem chi tiết)",Intel Iris UHD,Intel Core i3-1115G4,8GB,DDR4 Tốc độ bus 3200MHz,SSD 256 GB,Không,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11 Home SL,"363,8 x 243,5 x 19,9mm",1.8 kg
575,Laptop ASUS VivoBook X1502ZA-BQ127W - Cũ Đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel Iris Xe Graphics,Intel Core i5-1240P,8GB,DDR4,512GB M.2 NVMe™ PCIe® 3.0 SSD,,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11 Home SL,35.97 x 23.25 x 1.99 ~ 1.99 cm,1.7 kg
576,Laptop MSI Gaming GF63 THIN 10SC-468VN - Cũ Xước Cấn,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)","Nvidia Geforce GTX 1650 MaxQ, GDDR6 4GB",Intel® Core™ i5 10500H,8GB,"DDR4 3200MHz, 2 khe cắm hỗ trợ tối đa 32GB",512GB NVMe PCIe Gen3x4 SSD,Không,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 10,,1.86 kg
577,Laptop Dell Inspiron 14 7415 - Cũ Xước Cấn,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",AMD Radeon Graphics,AMD Ryzen 5-5500U,8GB,"DDR4, 3200 MHz",256GB M.2 PCIe NVMe SSD,Có,Tấm nền WVA,14 inches,1920 x 1080 pixels (FullHD),Windows 11,321.5 x 211.5 x 17.9mm,1.59kg
578,Laptop HP Pavilion Aero 13-BE0229AU 64U91PA - Cũ Xước Cấn,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",AMD Radeon Graphics,"AMD Ryzen 7 5800U 8-Core, tối đa 4.4 GHz, 16 MB",8GB,8 GB DDR4-3200 MHz RAM (onboard),512 GB PCIe NVMeTM M.2 SSD,,Tấm nền IPS,13.3 inches,1920 x 1200 pixels (FullHD+),Windows 11 Home,11.72 x 8.23 x 0.67 in (W x D x H),0.9 kg
579,Laptop ASUS Vivobook M513UA-L1230W - Cũ Đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",AMD Radeon Graphics,AMD Ryzen 5 5500U,8GB,DDR4 3200 MHz,SSD 512GB,Không,Tấm nền Oled,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11 Home,359 x 235 x 18.9 mm,1.8 kg
580,Laptop Asus VivoBook 15X A1503ZA-L1290W - Cũ Trầy Xước,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel UHD Graphics,Intel Core i5 Alder Lake - 12500H,8GB,DDR4 3200 MHz,512 GB SSD NVMe PCIe,Không,Tấm nền OLED/AMOLED,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11 Home SL,356.8 x  227.6 x 19.9 mm,1.7 kg
581,Laptop Lenovo Yoga 6 13ARE05 82FN0014VN Đã kích hoạt,,,"Bảo hành 12 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất. (xem chi tiết)",Integrated AMD Radeon Graphics,"AMD Ryzen 5 4500U (6C / 6T, 2.3 / 4.0GHz, 3MB L2 / 8MB L3)",8GB,,512GB SSD M.2 2242 PCIe 3.0x4 NVMe,Có,Tấm nền IPS,13.3 inches,1920 x 1080 pixels (FullHD),Windows 10 Home SL,308.1mm x 206.5mm x 17.1-18.3mm,1.32 kg
582,Laptop HP 15-DA058TU 4NA92PA - Cũ Đẹp,,,Giá sản phẩm đã bao gồm VAT,Intel HD Graphics 620,Intel Core i5 Kabylake Refresh,4GB,"DDR4 2400 MHz 2 khe, hỗ trợ tối đa 16 GB",HDD 1 TB SATA 3Hỗ trợ khe cắm SSD M.2 SATA3,Không,,15.6 inches,1080 x 1920 pixels (FullHD),Windows 10,376 x 246 x 22.5 mm,2.1 kg
583,Laptop Lenovo Yoga Slim 7 14ACN6 82N7002MVN - Cũ Trầy Xước,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",AMD Radeon Graphics,AMD Ryzen 5 5600U,8GB,LPDDR4xTốc độ bus 4266,512GB SSD M.2 2280 PCIe 3.0x4 NVMeCó thể tháo ra nâng cấp tối đa 1TB,Có,Tấm nền IPS,14 inches,1920 x 1080 pixels (FullHD),Windows 11 Home SL,320.4 x 214.6 x 15.68-17.7 mm,1.45kg
584,Laptop Acer Aspire 5 A514-54-51VT NX.A23SV.004 - Cũ Trầy Xước,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel Iris Xe Graphics,Intel Core i5-1135G7 2.4GHz up to 4.2GHz 8MB,8GB,"DDR4 2666MHz, 1 khe cắm, hỗ trợ tối đa 20GB","512GB SSD M.2 PCIE, 1x slot SATA3 2.5""",,,14 inches,1920 x 1080 pixels (FullHD),Windows 10 Home SL,328 x 233 x 17.95 (mm),1.45 kg
585,Laptop Asus Vivobook OLED 15X A1503ZA-L1151W - Đã Kích Hoạt,,,"Bảo hành 12 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất. (xem chi tiết)",Intel® UHD Graphics,Intel® Core™ i3-1220P,8GB,8GB DDR4,256GB M.2 NVMe™ PCIe® 3.0 SSD,Không,Tấm nền OLED/AMOLED,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11 Home,35.68 x 22.76 x 1.99 ~ 1.99 cm,1.70 kg
586,Laptop Lenovo Ideapad Gaming 3 15IHU6 82K101HGVN - Cũ Đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)","NVIDIA GeForce RTX 3050 4GB GDDR6, Boost Clock 1500 / 1740MHz, TGP 90W","Intel Core i5-11320H (4 lõi / 8 luồng, 3.2 / 4.5GHz, 8MB)",8GB,8GB SO-DIMM DDR4-3200,"512GB SSD M.2 2280 PCIe 3.0x4 NVMe1 khe 2.5"" tối nâng tối đa 1TB M.2 2242 SSD nâng tối đa 512GB",Không,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11 Home Single Language,359.6 x 251.9 x 24.2 mm (W x D x H),2.25 kg
587,Laptop Lenovo Ideapad 5 15IIL05 81YK004WVN - Cũ Xước Cấn,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)","NVIDIA GeForce MX330, 2 GB",Intel Core i5 Ice Lake - 1035G1,8GB,DDR4 3200 MHz,SSD 256GB,Không,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 10 Home SL,357.4 - 233.17 - 17.9 mm,1.7 Kg
588,Laptop Asus Expertbook B1400CEAE-EB3182W - Cũ Đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel Iris Xe Graphics,"Intel Core i5-1135G7 (8MB, up to 4.20GHz)",8GB,8GB DDR4 onboard,SSD 512GB M.2 NVMe PCIe 3.0,,,14 inches,1920 x 1080 pixels (FullHD),Windows 11 SL,32.34 x 21.56 x 1.92 ~ 1.92 cm,1.45 kg
589,Laptop HP Envy 13-BA1535TU 4U6M4PA - Cũ Đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel Iris Xe Graphics,"Intel Core i7-1165G7 (up to 5.0Ghz, 12MB)",8GB,"DDR4 2933MHz, không hỗ trợ nâng cấp",512GB SSD M.2 NVMe™ PCIe® 3.0,Không,Tấm nền IPS,13.3 inches,1920 x 1080 pixels (FullHD),Windows 10 Home SL,30.65 x 19.46 x 1.69 cm,1.3 kg
590,Laptop Asus ROG Strix G18 G814JI-N6063W - Đã Kích Hoạt,,,"Bảo hành 12 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất. (xem chi tiết)",NVIDIA GeForce RTX 4070 8GB GDDR6,"Intel Core i9-13980HX Gen 13 2.2 GHz (36M Cache, up to 5.6 GHz, 24 lõi: 8 P / 16 E)",32GB,DDR5-4800 SO-DIMM,1TB PCIe 4.0 NVMe M.2 SSD 1 khe SSD M.2 mới nâng cấp tối đa 2TB,Không,Tấm nền IPS,18 inches,2560 x 1600 (WQXGA),Windows 11 Home,39.9 x 29.4 x 2.31 ~ 3.08 cm (W x D x H),3.00 kg
591,Laptop LG Gram 2021 16Z90P-G.AH75A5  - Cũ Đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel Iris Xe Graphics,Intel Core i7 Tiger Lake - 1165G7,16GB,LPDDR4X 4266 MHz,512 GB SSD NVMe PCIeHỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng,Không,Tấm nền IPS,16 inches,2560 x 1600 (WQXGA),Windows 10 Home Standard,355.9 x 243.4 x 16.8 mm,1.19 kg
592,Laptop ASUS Vivobook 15X OLED M1503QA-L1044W - Cũ Xước Cấn,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",AMD Radeon™ Graphics,AMD Ryzen™ 7 5800H Mobile Processor,8GB,DDR4,512GB SSD1 khe M2 trống,Không,Tấm nền OLED/AMOLED,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11 Home,35.68 x 22.76 x 1.99 ~ 1.99 cm,1.70 kg
